customer_id, age , region     , city        , segment_true, onboarding_date, wallet_tenure_months, declared_income_band, avg_monthly_inflow_pkr, dependents, smartphone_user, avg_monthly_txns, complaints_12m, failed_txns_12m, has_savings, savings_balance_pkr, has_insurance, credit_score, churned_12m
C100043    , 36  , Balochistan, Quetta      , borrower    , 2021-12-23     ,                 42.0,                     ,                64700.0,          2, True           ,              9.4,              0,               0, False      ,                 0.0, True         ,          580, N
C100044    , 43  , Sindh      , Hyderabad   , borrower    , 22/05/2024     ,                 13.0, <25k                ,                19800.0,          0, True           ,             14.1,              1,               2, 0          ,                 0.0, True         ,          356, N
C100045    , 36  , KP         , Mardan      , borrower    , 2022-04-26     ,                 38.0, <25k                ,                26200.0,          2, 1              ,              9.2,              2,               1, False      ,                 0.0, False        ,          498, N
C100046    , 38  , punjab     , Lahore      , payroll     , 2022-09-14     ,                 33.0, 25-50k              ,                21800.0,          2, 0              ,             10.0,              0,               3, False      ,                 0.0, False        ,          426, N
C100047    , 36  , Sindh      , Karachi     , saver       , 2024-05-15     ,                 13.0, 25-50k              ,                37100.0,          3, Yes            ,              9.5,              1,               0, Yes        ,              1300.0, N            ,          423, N
C100048    , 22  , Sindh      , Hyderabad   , merchant    , 2020-11-28     ,                 55.0, 100-250k            ,               157200.0,          1, Yes            ,             61.2,              0,               2, N          ,                 0.0, False        ,          561, N
C100049    , 35  , islamabad  , Islamabad   , payroll     , 2020-02-17     ,                 64.0, <25k                ,                31100.0,          3, 1              ,             14.6,              1,               0, N          ,                 0.0, False        ,          514, N
C100050    , 29  , punjab     , Rawalpindi  , saver       , 2024-03-06     ,                 16.0, 25-50k              ,                40100.0,          1, True           ,              8.2,              0,               1, True       ,             37000.0, True         ,          469, Y
C100051    , 36  , Sindh      , Karachi     , payroll     , 2023-10-30     ,                 20.0, 25-50k              ,                41700.0,          2, True           ,              9.8,              0,               2, False      ,                 0.0, False        ,          503, N
C100052    , 18  , Punjab     , Multan      , saver       , 13/01/2023     ,                 30.0, 25-50k              ,                25400.0,          2, True           ,             13.2,              0,               4, Yes        ,               800.0, False        ,          435, N
C100053    , 39  , Punjab     , Rawalpindi  , payroll     , 14/07/2020     ,                 61.0, 25-50k              ,                33500.0,          4, 0              ,             15.1,              1,               0, 1          ,             19600.0, 0            ,          553, N
C100054    , 35  , Punjab     , Sargodha    , borrower    , 2022-05-31     ,                 36.0, 25-50k              ,                26700.0,          3, True           ,              8.9,              0,               1, False      ,                 0.0, 1            ,          461, N
C100055    , -999, Punjab     , Multan      , saver       , 2024-04-21     ,                 13.0, <25k                ,                 9500.0,          1, Yes            ,              6.9,              2,               1, True       ,              6800.0, True         ,          372, N
C100056    , 29  , Balochistan, Gwadar      , merchant    , 26/09/2022     ,                 33.0,                     ,               119800.0,          1, True           ,             56.1,              0,               0, False      ,                 0.0, False        ,          458, N
C100057    , 42  , Punjab     , Faisalabad  , merchant    , 2022-09-03     ,                 34.0, 50-100k             ,                50800.0,          0, Yes            ,             84.0,              2,               1, True       ,             18000.0, N            ,          450, N
C100058    , 36  , AJK-GB     , Gilgit      , saver       , 2021-03-15     ,                 52.0, 50-100k             ,                50900.0,          3, True           ,             12.6,              0,               0, Yes        ,              9700.0, 0            ,          541, N
C100059    , 39  , Sindh      , Karachi     , payroll     , 2022-07-15     ,                 36.0, <25k                ,                12900.0,          1, Yes            ,             19.6,              0,               1, False      ,                 0.0, False        ,          496, N
C100060    , 37  , Sindh      , Karachi     , borrower    , 2023-06-24     ,                 24.0, 100-250k            ,               113300.0,          3, 1              ,              8.4,              3,               2, False      ,                 0.0, False        ,          433, N
C100061    , 28  , Sindh      , Karachi     , saver       , "Apr 23, 2022" ,                 84.0,                     ,                53700.0,          1, True           ,             15.2,              0,               0, True       ,             61900.0, True         ,          551, N
C100062    , 36  , KP         , Mardan      , borrower    , 2023-11-16     ,                 19.0, <25k                ,                16700.0,          1, Yes            ,             12.1,              0,               2, False      ,                 0.0, False        ,          424, N
C100063    , 40  , Punjab     , Sargodha    , borrower    , 2022-06-12     ,                 37.0, <25k                ,                 8900.0,          0, 0              ,             11.9,              0,               3, True       ,              4300.0, False        ,          514, N
C100064    , 29  , Sindh      , Karachi     , saver       , 2022-05-02     ,                 38.0, <25k                ,                24100.0,          0, Yes            ,              6.7,              1,               2, True       ,              9200.0, True         ,          467, N
C100065    , 37  , Punjab     , Multan      , saver       , 2024-04-27     ,                     , 25-50k              ,                33300.0,          0, True           ,              7.0,              0,               1, Yes        ,             10600.0, False        ,          483, N
C100066    , 34  , Punjab     , Faisalabad  , saver       , 2023-05-08     ,                 25.0, 25-50k              ,                34400.0,          3, N              ,              9.6,              1,               1, True       ,             66900.0, True         ,          424, N
C100067    , 44  , Punjab     , Faisalabad  , merchant    , 23/04/2024     ,                 14.0, 50-100k             ,                57400.0,          3, Yes            ,             64.8,              2,               0, False      ,                 0.0, Yes          ,          473, N
C100068    , 33  , AJK-GB     , Muzaffarabad, borrower    , 2021-04-22     ,                 50.0, 25-50k              ,                19700.0,          2, True           ,              7.0,              1,               1, N          ,                 0.0, False        ,          548, N
C100069    , 32  , Punjab     , Multan      , payroll     , 2024-05-17     ,                 12.0, 25-50k              ,                30600.0,          3, True           ,             22.0,              1,               2, False      ,                 0.0, False        ,          424, N
C100070    , 26  , KP         , Mardan      , saver       , 2023-07-21     ,                 23.0, 50-100k             ,                37400.0,          0, Yes            ,             10.5,              4,               1, True       ,              3800.0, N            ,          376, 
C100071    , 28  , Punjab     , Lahore      , merchant    , 09/08/2023     ,                 23.0,                     ,               108800.0,          0, N              ,             34.0,              0,               1, False      ,                 0.0, False        ,          462, N
C100072    , 36  , Islamabad  , Islamabad   , borrower    , 2021-11-29     ,                 43.0,                     ,                24000.0,          4, True           ,             10.5,              0,               1, False      ,                 0.0, True         ,          508, N
C100073    , 43  , KP         , Peshawar    , borrower    , 20/03/2024     ,                 14.0, <25k                ,                25300.0,          2, True           ,              8.1,              0,               0, 0          ,                 0.0, False        ,          427, N
C100074    , 18  , Punjab     , Faisalabad  , payroll     , 2023-04-13     ,                     , <25k                ,                17700.0,          2, Yes            ,             22.9,              0,               0, False      ,                 0.0, 0            ,          506, N
C100075    , 28  , Balochistan, Quetta      , merchant    , 2021-07-11     ,                 48.0, 25-50k              ,                34400.0,          2, Yes            ,             68.1,              1,               1, Yes        ,              2900.0, False        ,          468, N
C100076    , 35  , Islamabad  , Islamabad   , merchant    , 2023-01-10     ,                 30.0, 25-50k              ,                59200.0,          1, 1              ,             53.5,              2,               3, N          ,                 0.0, False        ,          409, N
C100077    , 37  , Islamabad  , Islamabad   , payroll     , 2024-03-11     ,                 16.0, 100-250k            ,                73900.0,          0, True           ,             27.1,              0,               1, False      ,                 0.0, False        ,          435, N
C100078    , 26  , Sindh      , Karachi     , borrower    , 22/07/2022     ,                 34.0, <25k                ,                15900.0,          1, N              ,             22.0,              0,               1, N          ,                 0.0, N            ,          485, N
C100079    , 24  , Punjab     , Lahore      , saver       , 2023-07-29     ,                 22.0, <25k                ,                15800.0,          1, 1              ,              7.0,              0,               0, True       ,              4600.0, Yes          ,          464, N
C100080    , 31  , Punjab     , Lahore      , saver       , 2022-02-11     ,                 41.0, 25-50k              ,                39800.0,          1, True           ,              9.9,              0,               1, 1          ,             13700.0, False        ,          520, N
C100081    , 38  , Islamabad  , Islamabad   , payroll     , 01/11/2022     ,                 32.0, <25k                ,                25100.0,          3, False          ,             11.9,              0,               2, False      ,                 0.0, True         ,          465, N
C100082    , 37  , SINDH      , Sukkur      , borrower    , 2023-01-22     ,                 28.0, 50-100k             ,                49300.0,          3, Yes            ,              7.8,              0,               1, False      ,                 0.0, N            ,          459, N
C100083    , 28  , Punjab     , Lahore      , borrower    , 2024-04-23     ,                 14.0, 25-50k              ,                26800.0,          1, 1              ,              6.4,              0,               1, N          ,                 0.0, Yes          ,          453, N
C100084    , 36  , Islamabad  , Islamabad   , payroll     , 16/07/2022     ,                 36.0, 25-50k              ,                32600.0,          2, Yes            ,             20.5,              0,               2, N          ,                 0.0, Yes          ,          513, Y
C100085    , 30  , Sindh      , Hyderabad   , payroll     , 2023-05-27     ,                 25.0,                     ,                34600.0,          1, N              ,             29.5,              0,               3, True       ,             12800.0, False        ,          422, N
C100086    , 30  , Sindh      , Karachi     , merchant    , 31/05/2024     ,                 13.0, 25-50k              ,                44200.0,          0, True           ,             38.3,              0,               1, 0          ,                 0.0, N            ,          441, N
C100087    , 40  , Punjab     , Faisalabad  , saver       , 2024-01-28     ,                 16.0, 50-100k             ,                56200.0,          1, Yes            ,              8.7,              1,               1, True       ,              1900.0, False        ,          422, Y
C100088    , 33  , Punjab     , Multan      , payroll     , 2024-03-13     ,                 16.0, 25-50k              ,                31600.0,          0, True           ,             29.0,              1,               1, False      ,                 0.0, N            ,          450, N
C100089    , 39  , Punjab     , Multan      , borrower    , 2023-03-06     ,                 28.0, 50-100k             ,                74100.0,          1, True           ,             11.9,              1,               1, False      ,                 0.0, 0            ,          492, N
C100090    , 37  , Punjab     , Lahore      , borrower    , "Apr 23, 2022" ,                 18.0, 50-100k             ,                42900.0,          0, True           ,              6.0,              1,               2, False      ,                 0.0, False        ,          457, N
C100091    , 29  , islamabad  , Islamabad   , merchant    , 2024-05-29     ,                 13.0, 25-50k              ,                35800.0,          1, Yes            ,             69.9,              2,               4, False      ,                 0.0, False        ,          423, N
C100092    , -999, SINDH      , Sukkur      , payroll     , 05/05/2022     ,                 37.0, <25k                ,                18000.0,          3, 1              ,              8.4,              0,               1, False      ,                 0.0, False        ,          463, N
C100093    , 34  , Sindh      , Sukkur      , payroll     , 03/01/2023     ,                 30.0, 50-100k             ,                67700.0,          3, True           ,             15.4,              2,               1, False      ,                 0.0, 1            ,          444, N
C100094    , 32  , Punjab     , Multan      , payroll     , 2023-06-10     ,                 25.0,                     ,                25100.0,          0, True           ,             10.7,              1,               0, False      ,                 0.0, True         ,          464, N
C100095    , 46  , KP         , Abbottabad  , saver       , 2019-04-27     ,                 75.0, <25k                ,                30700.0,          2, True           ,              9.0,              0,               1, True       ,              9900.0, False        ,          523, N
C100096    , 36  , Punjab     , Faisalabad  , saver       , 2024-05-29     ,                 13.0,                     ,                23100.0,          0, False          ,              5.2,              2,               1, True       ,              5000.0, False        ,          385, N
C100097    , 34  , Punjab     , Multan      , borrower    , 2024-05-29     ,                 13.0, 50-100k             ,                85200.0,          3, N              ,             11.9,              1,               3, True       ,             10300.0, False        ,          395, N
C100098    , 23  , Punjab     , Rawalpindi  , saver       , 2024-02-05     ,                 17.0, 25-50k              ,                41200.0,          1, Yes            ,             10.5,              0,               2, True       ,              8100.0, N            ,          445, Y
C100099    , 29  , Punjab     , Sargodha    , merchant    , "Jan 19, 2023" ,                 29.0, 25-50k              ,                18200.0,          2, Yes            ,             42.5,              1,               1, N          ,                 0.0, N            ,          480, N
C100100    , 38  , AJK-GB     , Muzaffarabad, merchant    , 12/03/2024     ,                 16.0, 25-50k              ,                33000.0,          5, N              ,             41.4,              0,               2, N          ,                 0.0, N            ,          440, N
C100101    , 20  , Sindh      , Hyderabad   , saver       , 2022-09-02     ,                 34.0, <25k                ,                15900.0,          1, True           ,              9.7,              0,               1, 1          ,              7400.0, False        ,          440, N
C100102    , 21  , Sindh      , Sukkur      , saver       , 02/10/2019     ,                 70.0, <25k                ,                27900.0,          4, True           ,              6.0,              1,               0, Yes        ,             20000.0, True         ,          549, N
C100103    , 38  , SINDH      , Karachi     , borrower    , 29/03/2024     ,                 15.0, 25-50k              ,                28200.0,          3, True           ,             10.4,              0,               0, False      ,                 0.0, N            ,          504, N
C100104    , 37  , islamabad  , Islamabad   , merchant    , 2024-04-23     ,                 14.0, 50-100k             ,                57800.0,          2, False          ,             31.1,              0,               0, 0          ,                 0.0, False        ,          423, N
C100105    , 28  , Punjab     , Faisalabad  , saver       , 13/05/2024     ,                 13.0, 25-50k              ,                21300.0,          2, True           ,              3.8,              0,               3, True       ,               900.0, False        ,          427, N
C100106    , 32  , Sindh      , Sukkur      , saver       , 15/10/2021     ,                 45.0, 25-50k              ,                19100.0,          1, 1              ,              4.0,              0,               0, True       ,             35700.0, True         ,          528, N
C100107    , 28  , KP         , Abbottabad  , payroll     , 2023-10-28     ,                 20.0, <25k                ,                22500.0,          2, Yes            ,             10.9,              1,               3, False      ,                 0.0, 1            ,          421, N
C100108    , 32  , Punjab     , Sargodha    , merchant    , 2022-03-26     ,                 39.0, 50-100k             ,                46300.0,          0, True           ,             26.9,              2,               0, True       ,            149600.0, N            ,          510, Y
C100109    , 41  , Sindh      , Hyderabad   , saver       , 2024-05-21     ,                 13.0, <25k                ,                10300.0,          2, 1              ,              8.7,              0,               3, True       ,             14400.0, Yes          ,          385, N
C100110    , 40  , KP         , Mardan      , borrower    , 2022-06-03     ,                 37.0, 50-100k             ,                62400.0,          3, False          ,             12.7,              0,               1, True       ,              6600.0, True         ,          468, N
C100111    , 53  , Islamabad  , Islamabad   , borrower    , 2023-12-26     ,                     , 25-50k              ,                36200.0,          0, 1              ,              7.0,              0,               1, Yes        ,              7800.0, False        ,          508, N
C100112    , 46  , punjab     , Faisalabad  , payroll     , "May 03, 2024" ,                 14.0, <25k                ,                11200.0,          2, Yes            ,             27.9,              2,               1, False      ,                 0.0, 0            ,          396, N
C100113    , 36  , ISLAMABAD  , Islamabad   , borrower    , 2023-10-24     ,                 20.0, <25k                ,                18100.0,          2, True           ,             11.4,              0,               0, N          ,                 0.0, N            ,          425, N
C100114    , 31  , Punjab     , Sargodha    , payroll     , 2023-12-19     ,                 18.0, 50-100k             ,                65500.0,          1, Yes            ,             13.3,              0,               2, False      ,                 0.0, N            ,          445, Y
C100115    , 42  , KP         , Abbottabad  , saver       , 2024-04-22     ,                 13.0, 50-100k             ,               100500.0,          3, True           ,             18.7,              0,               4, Yes        ,             23000.0, False        ,          458, N
C100116    , 36  , Balochistan, Quetta      , payroll     , 2023-09-17     ,                 20.0, 25-50k              ,                26000.0,          0, False          ,             17.0,              1,               0, False      ,                 0.0, False        ,          423, N
C100117    , 36  , Punjab     , Lahore      , payroll     , 03/11/2023     ,                 20.0, 25-50k              ,                32700.0,          1, True           ,             10.1,              3,               3, False      ,                 0.0, N            ,          418, N
C100118    , 40  , Punjab     , Multan      , merchant    , 2020-07-01     ,                 60.0,                     ,                58200.0,          1, True           ,             84.8,              0,               1, False      ,                 0.0, False        ,          544, N
C100119    , 33  , Balochistan, Gwadar      , borrower    , 2022-01-28     ,                 41.0, <25k                ,                20400.0,          2, True           ,             19.2,              0,               3, False      ,                 0.0, N            ,          517, N
C100120    , 28  , Punjab     , Faisalabad  , payroll     , 2023-08-05     ,                 23.0, 25-50k              ,                34600.0,          0, True           ,             20.0,              1,               1, False      ,                 0.0, False        ,          468, N
C100121    , 38  , Sindh      , Sukkur      , payroll     , 2022-02-12     ,                 41.0, <25k                ,                27600.0,          3, True           ,             10.7,              2,               0, False      ,                 0.0, False        ,          448, N
C100122    , 30  , KP         , Peshawar    , merchant    , 2021-07-20     ,                 47.0, 25-50k              ,                27600.0,          3, 1              ,             27.2,              0,               2, False      ,                 0.0, False        ,          508, N
C100123    , 27  , SINDH      , Hyderabad   , merchant    , "Mar 05, 2023" ,                 28.0,                     ,                89000.0,          3, False          ,             62.7,              0,               0, True       ,              8800.0, N            ,          543, N
C100124    , 38  , KP         , Peshawar    , payroll     , 2020-08-05     ,                 59.0, 25-50k              ,                27400.0,          1, 1              ,             15.8,              2,               1, True       ,              7200.0, True         ,          510, N
C100125    , 25  , PUNJAB     , Faisalabad  , payroll     , "Feb 05, 2023" ,                 29.0,                     ,                92400.0,          0, 0              ,             12.6,              0,               1, False      ,                 0.0, True         ,          459, N
C100126    , 22  , Punjab     , Multan      , saver       , 2023-05-02     ,                 26.0, <25k                ,                16900.0,          1, True           ,             11.2,              0,               1, True       ,              6200.0, False        ,          484, N
C100127    , 50  , Punjab     , Lahore      , payroll     , 2023-10-08     ,                 21.0, <25k                ,                12100.0,          0, N              ,             14.1,              0,               0, False      ,                 0.0, N            ,          470, N
C100128    , 40  , Punjab     , Rawalpindi  , payroll     , 31/05/2024     ,                 13.0,                     ,                15200.0,          3, Yes            ,             15.9,              1,               1, False      ,                 0.0, N            ,          456, N
C100129    , 31  , Punjab     , Rawalpindi  , merchant    , "Jun 21, 2022" ,                 36.0,                     ,               133100.0,          3, Yes            ,             49.2,              1,               0, False      ,                 0.0, N            ,          525, N
C100130    , 36  , Islamabad  , Islamabad   , payroll     , 2021-12-09     ,                 43.0, <25k                ,                18000.0,          2, False          ,              7.3,              3,               1, False      ,                 0.0, False        ,          431, N
C100131    , 33  , Sindh      , Hyderabad   , saver       , 26/03/2024     ,                     , 50-100k             ,                95900.0,          0, False          ,              6.5,              0,               1, True       ,              1300.0, 1            ,          423, N
C100132    , 27  , Punjab     , Multan      , saver       , 05/09/2020     ,                 59.0, <25k                ,                12100.0,          0, Yes            ,             21.9,              1,               0, Yes        ,             19200.0, True         ,          551, N
C100133    , 27  , Punjab     , Multan      , payroll     , 2023-09-08     ,                 22.0, 100-250k            ,                86600.0,          0, True           ,             20.1,              1,               1, False      ,                 0.0, 0            ,          474, N
C100134    , 22  , AJK-GB     , Muzaffarabad, saver       , "Dec 24, 2023" ,                 18.0, <25k                ,                26900.0,          1, 1              ,             12.5,              1,               0, True       ,             13300.0, False        ,          458, N
C100135    , 37  , Sindh      , Hyderabad   , merchant    , 2023-12-13     ,                 19.0, 25-50k              ,                31200.0,          3, True           ,             91.9,              1,               0, N          ,                 0.0, False        ,          460, N
C100136    , 45  , ajk-gb     , Gilgit      , merchant    , 2023-10-16     ,                 19.0, 100-250k            ,               148700.0,          0, True           ,             34.8,              0,               1, False      ,                 0.0, 1            ,          531, N
C100137    , 46  , Sindh      , Sukkur      , merchant    , 2023-07-11     ,                 24.0, 25-50k              ,                46300.0,          1, True           ,             29.3,              0,               0, Yes        ,             70000.0, False        ,          495, N
C100138    , 35  , Sindh      , Karachi     , borrower    , 2022-03-12     ,                 39.0, <25k                ,                15900.0,          1, True           ,              9.5,              0,               3, 0          ,                 0.0, Yes          ,          441, N
C100139    , 46  , islamabad  , Islamabad   , payroll     , "Apr 23, 2022" ,                     , <25k                ,                13600.0,          2, N              ,             19.8,              0,               2, True       ,              7500.0, False        ,          450, N
C100140    , 35  , KP         , Abbottabad  , payroll     , 2021-11-20     ,                 43.0, <25k                ,                21100.0,          1, 1              ,             14.6,              0,               2, False      ,                 0.0, N            ,          495, N
C100141    , 43  , sindh      , Hyderabad   , payroll     , 2022-07-08     ,                 36.0, <25k                ,                29700.0,          2, Yes            ,             10.6,              1,               0, False      ,                 0.0, False        ,          472, N
C100142    , 46  , Sindh      , Hyderabad   , payroll     , 2022-12-04     ,                     , <25k                ,                14000.0,          1, True           ,             16.7,              2,               1, True       ,              6200.0, True         ,          448, N
C100143    , 30  , ISLAMABAD  , Islamabad   , merchant    , 2021-12-22     ,                 42.0, 25-50k              ,                33000.0,          2, True           ,             63.6,              1,               1, True       ,             42500.0, True         ,          535, N
C100144    , 35  , Punjab     , Multan      , saver       , 2023-11-18     ,                     , 25k-50k             ,                28400.0,          4, False          ,              7.9,              0,               1, True       ,             36600.0, Yes          ,          457, N
C100145    , 32  , islamabad  , Islamabad   , merchant    , 2021-07-03     ,                 48.0, <25k                ,                18900.0,          0, Yes            ,             44.7,              0,               2, N          ,                 0.0, Yes          ,          508, N
