customer_id, month   , txn_count, txn_value_pkr
C100059    , 2024-07 , 5        ,        6510.0
C100060    , 2024-07 , 3        ,        3080.0
C100061    , 2024-07 , 9        ,       12160.0
C100062    , 2024-07 , 3        ,       10990.0
C100063    , 2024-07 , 4        ,        8800.0
C100064    , 2024-07 , 0        ,           0.0
C100065    , 2024-07 , 5        ,        8350.0
C100066    , 2024-07 , 5        ,       18820.0
C100067    , 2024-07 , 16       ,       19550.0
C100068    , 2024-07 , 3        ,        5530.0
C100069    , 2024-07 , 6        ,        6470.0
C100070    , 2024-07 , 3        ,        5770.0
C100071    , 2024-07 , 7        ,       11400.0
C100072    , 2024-07 , 0        ,           0.0
C100073    , 2024-07 , 1        ,        3730.0
C100074    , 2024-07 , 13       ,       21620.0
C100075    , 2024-07 , 17       ,       35340.0
C100076    , 2024-07 , 28       ,       37000.0
C100077    , 2024-07 , 7        ,       10870.0
C100078    , 2024-07 , 10       ,       16440.0
C100079    , 2024-07 , 1        ,        1900.0
C100080    , 2024-07 , 4        ,        3340.0
C100081    , 2024-07 , 3        ,        3410.0
C100082    , 2024-07 , 2        ,        1940.0
C100083    , 2024-07 , 1        ,        3660.0
C100084    , 2024-07 , 6        ,        8310.0
C100085    , 2024-07 , 11       ,       23480.0
C100086    , 2024-07 , 8        ,       37400.0
C100087    , 2024-07 , 2        ,        3780.0
C100088    , 2024-07 , 8        ,       18380.0
C100089    , 2024-07 , 2        ,        4350.0
C100090    , 2024-07 , 3        ,        3240.0
C100091    , 2024-07 , 16       ,       11520.0
C100092    , 2024-07 , 4        ,        9900.0
C100093    , 2024-07 , 11       ,       17040.0
C100094    , 2024-07 , 2        ,        1850.0
C100095    , 2024-07 , 3        ,       10360.0
C100096    , 2024-07 , 2        ,        4020.0
C100097    , 2024-07 , 8        ,       14930.0
C100098    , 2024-07 , 2        ,        3100.0
C100099    , 2024-07 , 13       ,       30910.0
C100100    , 2024-07 , 21       ,       31540.0
C100101    , 2024-07 , 1        ,        1140.0
C100102    , 2024-07 , 3        ,        3000.0
C100103    , 2024-07 , 4        ,        9600.0
C100104    , 2024-07 , 8        ,        5230.0
C100105    , 2024-07 , 0        ,           0.0
C100106    , 2024-07 , 4        ,        5970.0
C100107    , 2024-07 , 1        ,        2400.0
C100108    , 2024-07 , 9        ,        7810.0
C100109    , 2024-07 , 2        ,        3450.0
C100110    , 2024-07 , 6        ,       14400.0
C100111    , 2024-07 , 3        ,        4700.0
C100112    , 2024-07 , 13       ,       34590.0
C100113    , 2024-07 , 3        ,       18700.0
C100114    , 2024-07 , 1        ,        1990.0
C100115    , 2024-07 , 8        ,        5300.0
C100116    , 2024-07 , 6        ,        7680.0
C100117    , 2024-07 , 3        ,        4970.0
C100118    , 2024-07 , 38       ,       49710.0
C100119    , 2024-07 , 8        ,        6560.0
C100120    , 2024-07 , 6        ,        7060.0
C100121    , 2024-07 , 2        ,        1430.0
C100122    , 2024-07 , 8        ,        8820.0
C100123    , 2024-07 , 19       ,       60790.0
C100124    , 2024-07 , 0        ,           0.0
C100125    , 2024-07 , 3        ,       10490.0
C100126    , 2024-07 , 4        ,        8080.0
C100127    , 2024-07 , 3        ,        6820.0
C100128    , 2024-07 , 3        ,        6940.0
C100129    , 2024-07 , 18       ,       14300.0
C100130    , 2024-07 , 4        ,        9490.0
C100131    , 2024-07 , 3        ,       13420.0
C100132    , 2024-07 , 4        ,       10950.0
C100133    , 2024-07 , 6        ,        5150.0
C100134    , 2024-07 , 2        ,        8880.0
C100135    , 2024-07 , 29       ,       75160.0
C100136    , 2024-07 , 10       ,       18320.0
C100137    , 2024-07 , 9        ,       20980.0
C100138    , 2024-07 , 8        ,       18980.0
C100139    , 2024-07 , 7        ,        9860.0
C100140    , 2024-07 , 5        ,       11180.0
C100141    , 2024-07 , 3        ,        5840.0
C100142    , 2024-07 , 5        ,        4460.0
C100143    , 2024-07 , 24       ,       55730.0
C100144    , 2024-07 , 3        ,       11440.0
C100145    , 2024-07 , 17       ,       57900.0
C100146    , 2024-07 , 14       ,       18490.0
C100147    , 2024-07 , 1        ,        2710.0
C100148    , 2024-07 , 1        ,        1890.0
C100149    , 2024-07 , 4        ,        5590.0
C100150    , 2024-07 , 5        ,        8210.0
C100151    , 2024-07 , 4        ,       23750.0
C100152    , 2024-07 , 2        ,        2520.0
C100153    , 2024-07 , 2        ,        6570.0
C100154    , 2024-07 , 6        ,        8320.0
C100155    , 2024-07 , 12       ,       48220.0
C100156    , 2024-07 , 2        ,        5090.0
C100157    , 2024-07 , 3        ,        3130.0
C100158    , 2024-07 , 17       ,       24450.0
C100159    , 2024-07 , 5        ,       16660.0
C100160    , 2024-07 , 10       ,       21450.0
C100161    , 2024-07 , 4        ,        5600.0
C100162    , 2024-07 , 1        ,        3520.0
C100163    , 2024-07 , 19       ,       53750.0
C100164    , 2024-07 , 4        ,       15260.0
C100165    , 2024-07 , 4        ,        6720.0
C100166    , 2024-07 , 1        ,        1550.0
C100167    , 2024-07 , 5        ,       10090.0
C100168    , 2024-07 , 11       ,       54980.0
C100169    , 2024-07 , 6        ,       17300.0
C100170    , 2024-07 , 4        ,        5720.0
C100171    , 2024-07 , 18       ,       28980.0
C100172    , 2024-07 , 7        ,       21360.0
C100173    , 2024-07 , 4        ,       14390.0
C100174    , 2024-07 , 3        ,        6590.0
C100175    , 2024-07 , 23       ,       56870.0
C100176    , 2024-07 , 6        ,        7000.0
C100177    , 2024-07 , 4        ,        7060.0
C100178    , 2024-07 , 5        ,       21660.0
C100179    , 2024-07 , 2        ,        5190.0
C100180    , 2024-07 , 2        ,        2110.0
C100181    , 2024-07 , 3        ,        6380.0
C100182    , 2024-07 , 8        ,       11890.0
C100183    , 2024-07 , 17       ,       22750.0
C100184    , 2024-07 , 4        ,       10780.0
C100185    , 2024-07 , 2        ,        3160.0
C100186    , 2024-07 , 2        ,        5450.0
C100187    , 2024-07 , 4        ,        6810.0
C100188    , 2024-07 , 24       ,       50790.0
C100189    , 2024-07 , 4        ,        5610.0
C100190    , 2024-07 , 9        ,       23510.0
C100191    , 2024-07 , 3        ,       10720.0
C100192    , 2024-07 , 13       ,       14600.0
C100193    , 2024-07 , 11       ,       22840.0
C100194    , 2024-07 , 6        ,        6960.0
C100195    , 2024-07 , 5        ,        3450.0
C100196    , 2024-07 , 25       ,       59590.0
C100197    , 2024-07 , 2        ,        3060.0
C100198    , 2024-07 , 5        ,       10560.0
C100199    , 2024-07 , 3        ,        6420.0
C100200    , 2024-07 , 2        ,        7630.0
C100201    , 2024-07 , 21       ,       28610.0
C100202    , 2024-07 , 8        ,       16900.0
C100203    , 2024-07 , 4        ,        7700.0
C100204    , 2024-07 , 3        ,        3840.0
C100205    , 2024-07 , 4        ,       22070.0
C100206    , 2024-07 , 3        ,        5320.0
C100207    , 2024-07 , 2        ,        3300.0
C100208    , 2024-07 , 0        ,           0.0
C100209    , 2024-07 , 8        ,       42940.0
C100210    , 2024-07 , 3        ,       12350.0
C100211    , 2024-07 , 2        ,        3210.0
C100212    , 2024-07 , 42       ,       86180.0
C100213    , 2024-07 , 5        ,       10760.0
C100214    , 2024-07 , 4        ,       17280.0
C100215    , 2024-07 , 4        ,       23310.0
C100216    , 2024-07 , 5        ,       36530.0
C100217    , 2024-07 , 1        ,        3050.0
C100218    , 2024-07 , 5        ,        8170.0
C100219    , 2024-07 , 18       ,       45060.0
C100220    , 2024-07 , 10       ,       44510.0
C100221    , 2024-07 , 4        ,        8370.0
C100222    , 2024-07 , 13       ,       20230.0
C100223    , 2024-07 , 4        ,        8960.0
C100224    , 2024-07 , 12       ,       44100.0
C100225    , 2024-07 , 9        ,       17410.0
C100226    , 2024-07 , 2        ,       10170.0
C100227    , 2024-07 , 4        ,        8680.0
C100228    , 2024-07 , 3        ,        6150.0
C100229    , 2024-07 , 2        ,        9330.0
C100230    , 2024-07 , 7        ,       10440.0
C100231    , 2024-07 , 3        ,        3890.0
C100232    , 2024-07 , 7        ,       17880.0
C100233    , 2024-07 , 3        ,        7910.0
C100234    , 2024-07 , 3        ,        2940.0
C100235    , 2024-07 , 10       ,       14890.0
C100236    , 2024-07 , 24       ,       57700.0
C100237    , 2024-07 , 7        ,       26630.0
C100238    , 2024-07 , 4        ,        9990.0
C100239    , 2024-07 , 1        ,        2300.0
C100240    , 2024-07 , 3        ,        3330.0
C100241    , 2024-07 , 9        ,       46490.0
C100242    , 2024-07 , 9        ,       18870.0
C100243    , 2024-07 , 4        ,       14800.0
C100244    , 2024-07 , 5        ,       14800.0
C100245    , 2024-07 , 5        ,        6330.0
C100246    , 2024-07 , 5        ,       22720.0
C100247    , 2024-07 , 16       ,       79630.0
C100248    , 2024-07 , 6        ,       13260.0
C100249    , 2024-07 , 3        ,        6520.0
C100250    , 2024-07 , 28       ,       92320.0
C100251    , 2024-07 , 4        ,        7600.0
C100252    , 2024-07 , 13       ,       26680.0
C100253    , 2024-07 , 4        ,        3080.0
C100254    , 2024-07 , 1        ,         970.0
C100255    , 2024-07 , 2        ,        3520.0
C100256    , 2024-07 , 3        ,        6190.0
C100257    , 2024-07 , 22       ,       40050.0
C100258    , 2024-07 , 3        ,        4470.0
C100259    , 2024-07 , 2        ,        2570.0
C100260    , 2024-07 , 4        ,       11440.0
C100261    , 2024-07 , 1        ,        1220.0
C100262    , 2024-07 , 3        ,        8220.0
C100263    , 2024-07 , 2        ,       17900.0
C100264    , 2024-07 , 9        ,       26430.0
C100265    , 2024-07 , 5        ,       11100.0
C100266    , 2024-07 , 5        ,       19910.0
C100267    , 2024-07 , 2        ,        2530.0
C100268    , 2024-07 , 2        ,        8170.0
C100269    , 2024-07 , 4        ,        3600.0
C100270    , 2024-07 , 1        ,        3330.0
C100271    , 2024-07 , 4        ,        4620.0
C100272    , 2024-07 , 1        ,        4310.0
C100273    , 2024-07 , 5        ,       11720.0
C100274    , 2024-07 , 3        ,        8580.0
C100275    , 2024-07 , 6        ,       10790.0
C100276    , 2024-07 , 6        ,       11250.0
C100277    , 2024-07 , 1        ,        2560.0
C100278    , 2024-07 , 5        ,        6580.0
C100279    , 2024-07 , 2        ,        5700.0
C100280    , 2024-07 , 22       ,       62200.0
C100281    , 2024-07 , 5        ,        3390.0
C100282    , 2024-07 , 16       ,       67120.0
C100283    , 2024-07 , 18       ,       29400.0
C100284    , 2024-07 , 14       ,       24730.0
C100285    , 2024-07 , 10       ,       12180.0
C100286    , 2024-07 , 1        ,        2570.0
C100287    , 2024-07 , 19       ,       46840.0
C100288    , 2024-07 , 1        ,         980.0
C100289    , 2024-07 , 11       ,       47050.0
C100290    , 2024-07 , 20       ,       70310.0
C100291    , 2024-07 , 41       ,      118280.0
C100292    , 2024-07 , 6        ,        6880.0
C100293    , 2024-07 , 13       ,       25940.0
C100294    , 2024-07 , 5        ,        3370.0
C100295    , 2024-07 , 3        ,        4220.0
C100296    , 2024-07 , 4        ,       20020.0
C100297    , 2024-07 , 2        ,        2850.0
C100298    , 2024-07 , 6        ,        7510.0
C100299    , 2024-07 , 3        ,        3920.0
C100300    , 2024-07 , 4        ,        3390.0
C100301    , 2024-07 , 9        ,       13370.0
C100302    , 2024-07 , 6        ,        7640.0
C100303    , 2024-07 , 0        ,           0.0
C100304    , 2024-07 , 2        ,        2350.0
C100305    , 2024-07 , 1        ,        3510.0
C100306    , 2024-07 , 3        ,        5040.0
C100307    , 2024-07 , 8        ,        9370.0
C100308    , 2024-07 , 0        ,           0.0
C100309    , 2024-07 , 6        ,        7460.0
C100310    , 2024-07 , 6        ,       10090.0
C100311    , 2024-07 , 11       ,       23050.0
C100312    , 2024-07 , 3        ,        4650.0
C100313    , 2024-07 , 3        ,       12460.0
C100314    , 2024-07 , 5        ,       20060.0
C100315    , 2024-07 , 2        ,        3180.0
C100316    , 2024-07 , 23       ,       84470.0
C100317    , 2024-07 , 1        ,         640.0
C100318    , 2024-07 , 2        ,        9720.0
C100319    , 2024-07 , 5        ,        4350.0
C100320    , 2024-07 , 23       ,       63820.0
C100321    , 2024-07 , 1        ,        3120.0
C100322    , 2024-07 , 1        ,        1050.0
C100323    , 2024-07 , 24       ,      110380.0
C100324    , 2024-07 , 3        ,        3930.0
C100325    , 2024-07 , 6        ,       17000.0
C100326    , 2024-07 , 7        ,       17110.0
C100327    , 2024-07 , 1        ,        3020.0
C100328    , 2024-07 , 5        ,       19370.0
C100329    , 2024-07 , 4        ,       13970.0
C100330    , 2024-07 , 3        ,        3810.0
C100331    , 2024-07 , 6        ,       16730.0
C100332    , 2024-07 , 2        ,        8560.0
C100333    , 2024-07 , 17       ,       22320.0
C100334    , 2024-07 , 4        ,        9180.0
C100335    , 2024-07 , 4        ,        6350.0
C100336    , 2024-07 , 4        ,       18140.0
C100337    , 2024-07 , 17       ,       17480.0
C100338    , 2024-07 , 3        ,        9790.0
C100339    , 2024-07 , 3        ,        5280.0
C100340    , 2024-07 , 2        ,        2060.0
C100341    , 2024-07 , 8        ,       17280.0
C100342    , 2024-07 , 3        ,       11680.0
C100343    , 2024-07 , 3        ,        6430.0
C100344    , 2024-07 , 4        ,       25970.0
C100345    , 2024-07 , 7        ,        9570.0
C100346    , 2024-07 , 19       ,       48740.0
C100347    , 2024-07 , 5        ,        2880.0
C100348    , 2024-07 , 22       ,       29230.0
C100349    , 2024-07 , 10       ,       28370.0
C100350    , 2024-07 , 18       ,       59130.0
C100351    , 2024-07 , 13       ,       24970.0
C100352    , 2024-07 , 27       ,       29600.0
C100353    , 2024-07 , 4        ,       11770.0
C100354    , 2024-07 , 4        ,        5060.0
C100355    , 2024-07 , 12       ,       18830.0
C100356    , 2024-07 , 2        ,        1830.0
C100357    , 2024-07 , 5        ,        3470.0
C100358    , 2024-07 , 12       ,       32990.0
C100359    , 2024-07 , 14       ,       31290.0
C100360    , 2024-07 , 4        ,        6460.0
C100361    , 2024-07 , 3        ,        9860.0
C100362    , 2024-07 , 3        ,       11210.0
C100363    , 2024-07 , 0        ,           0.0
C100364    , 2024-07 , 7        ,       16330.0
C100365    , 2024-07 , 2        ,        4980.0
C100366    , 2024-07 , 4        ,        5340.0
C100367    , 2024-07 , 3        ,        2450.0
C100368    , 2024-07 , 14       ,       37700.0
C100369    , 2024-07 , 0        ,           0.0
C100370    , 2024-07 , 13       ,       11640.0
C100371    , 2024-07 , 3        ,        6840.0
C100372    , 2024-07 , 5        ,       13170.0
C100373    , 2024-07 , 0        ,           0.0
C100374    , 2024-07 , 3        ,       12030.0
C100375    , 2024-07 , 1        ,        2620.0
C100376    , 2024-07 , 11       ,       17090.0
C100377    , 2024-07 , 17       ,       38730.0
C100378    , 2024-07 , 3        ,        5610.0
C100379    , 2024-07 , 4        ,        6630.0
C100380    , 2024-07 , 11       ,       16380.0
C100381    , 2024-07 , 3        ,        5440.0
C100382    , 2024-07 , 6        ,       16750.0
C100383    , 2024-07 , 3        ,        5760.0
C100384    , 2024-07 , 23       ,       55880.0
C100385    , 2024-07 , 4        ,        2470.0
C100386    , 2024-07 , 4        ,        7130.0
C100387    , 2024-07 , 5        ,        9150.0
C100388    , 2024-07 , 4        ,        7430.0
C100389    , 2024-07 , 7        ,       16290.0
C100390    , 2024-07 , 5        ,       18230.0
C100391    , 2024-07 , 6        ,       14470.0
C100393    , 2024-07 , 5        ,       10830.0
C100394    , 2024-07 , 6        ,       11930.0
C100395    , 2024-07 , 11       ,       23200.0
C100396    , 2024-07 , 4        ,        3250.0
C100397    , 2024-07 , 4        ,        4090.0
C100398    , 2024-07 , 2        ,        4420.0
C100399    , 2024-07 , 11       ,       31170.0
C100400    , 2024-07 , 1        ,        2500.0
C100401    , 2024-07 , 17       ,       37300.0
C100402    , 2024-07 , 0        ,           0.0
C100403    , 2024-07 , 21       ,       68320.0
C100404    , 2024-07 , 10       ,       16460.0
C100405    , 2024-07 , 13       ,       13180.0
C100406    , 2024-07 , 2        ,        2850.0
C100407    , 2024-07 , 5        ,        5020.0
C100408    , 2024-07 , 2        ,        3280.0
C100409    , 2024-07 , 36       ,      112860.0
C100410    , 2024-07 , 2        ,        4150.0
C100411    , 2024-07 , 5        ,       13600.0
C100412    , 2024-07 , 6        ,       14180.0
C100413    , 2024-07 , 2        ,        2850.0
C100414    , 2024-07 , 6        ,        8300.0
C100415    , 2024-07 , 3        ,        2460.0
C100416    , 2024-07 , 4        ,        5180.0
C100417    , 2024-07 , 13       ,       17560.0
C100418    , 2024-07 , 7        ,       13070.0
C100419    , 2024-07 , 29       ,       93790.0
C100420    , 2024-07 , 6        ,        7400.0
C100421    , 2024-07 , 16       ,       32440.0
C100422    , 2024-07 , 3        ,        4120.0
C100423    , 2024-07 , 16       ,       20640.0
C100424    , 2024-07 , 5        ,        6150.0
C100425    , 2024-07 , 3        ,        5800.0
C100426    , 2024-07 , 2        ,        1630.0
C100427    , 2024-07 , 4        ,        4070.0
C100428    , 2024-07 , 9        ,       18050.0
C100429    , 2024-07 , 0        ,           0.0
C100430    , 2024-07 , 5        ,        4010.0
C100431    , 2024-07 , 5        ,        8960.0
C100432    , 2024-07 , 10       ,        5290.0
C100433    , 2024-07 , 2        ,        3180.0
C100434    , 2024-07 , 5        ,       17320.0
C100435    , 2024-07 , 4        ,       11500.0
C100436    , 2024-07 , 6        ,       11240.0
C100437    , 2024-07 , 13       ,       22310.0
C100438    , 2024-07 , 5        ,       13350.0
C100439    , 2024-07 , 3        ,        6950.0
C100440    , 2024-07 , 4        ,       11120.0
C100441    , 2024-07 , 2        ,        3200.0
C100442    , 2024-07 , 6        ,        7540.0
C100443    , 2024-07 , 4        ,       14680.0
C100444    , 2024-07 , 8        ,       45910.0
C100446    , 2024-07 , 2        ,        4420.0
C100447    , 2024-07 , 5        ,        8370.0
C100448    , 2024-07 , 5        ,       10230.0
C100449    , 2024-07 , 4        ,        4340.0
C100450    , 2024-07 , 1        ,        2430.0
C100451    , 2024-07 , 6        ,        9840.0
C100452    , 2024-07 , 2        ,        4620.0
C100453    , 2024-07 , 4        ,       12420.0
C100454    , 2024-07 , 8        ,       79580.0
C100455    , 2024-07 , 4        ,        3280.0
C100456    , 2024-07 , 20       ,       26820.0
C100457    , 2024-07 , 4        ,        4330.0
C100458    , 2024-07 , 13       ,       19880.0
C100459    , 2024-07 , 4        ,        4050.0
C100460    , 2024-07 , 6        ,       12560.0
C100461    , 2024-07 , 10       ,       27410.0
C100462    , 2024-07 , 4        ,        3980.0
C100463    , 2024-07 , 2        ,        2200.0
C100465    , 2024-07 , 24       ,       54840.0
C100466    , 2024-07 , 8        ,       17560.0
C100467    , 2024-07 , 3        ,        4380.0
C100468    , 2024-07 , 6        ,       15780.0
C100469    , 2024-07 , 18       ,       32060.0
C100470    , 2024-07 , 19       ,       46860.0
C100471    , 2024-07 , 6        ,       12110.0
C100472    , 2024-07 , 4        ,        5450.0
C100473    , 2024-07 , 17       ,       46730.0
C100474    , 2024-07 , 1        ,        1780.0
C100475    , 2024-07 , 3        ,       14720.0
C100476    , 2024-07 , 16       ,       17360.0
C100477    , 2024-07 , 5        ,        7250.0
C100478    , 2024-07 , 17       ,       18990.0
C100479    , 2024-07 , 21       ,       37630.0
C100480    , 2024-07 , 15       ,       16140.0
C100481    , 2024-07 , 11       ,       14080.0
C100482    , 2024-07 , 5        ,        7020.0
C100483    , 2024-07 , 4        ,        5970.0
C100484    , 2024-07 , 6        ,       14270.0
C100485    , 2024-07 , 35       ,       73550.0
C100486    , 2024-07 , 2        ,        4070.0
C100487    , 2024-07 , 10       ,       14280.0
C100488    , 2024-07 , 21       ,      101220.0
C100489    , 2024-07 , 17       ,       29710.0
C100490    , 2024-07 , 5        ,        9170.0
C100491    , 2024-07 , 4        ,        8300.0
C100492    , 2024-07 , 32       ,      116120.0
C100493    , 2024-07 , 2        ,        1890.0
C100494    , 2024-07 , 6        ,        6790.0
C100495    , 2024-07 , 7        ,       12120.0
C100496    , 2024-07 , 1        ,        2530.0
C100498    , 2024-07 , 1        ,        2340.0
C100499    , 2024-07 , 9        ,       14120.0
C100500    , 2024-07 , 5        ,       12260.0
C100501    , 2024-07 , 29       ,       63320.0
C100502    , 2024-07 , 2        ,        2860.0
C100503    , 2024-07 , 2        ,        4600.0
C100504    , 2024-07 , 22       ,       88090.0
C100505    , 2024-07 , 5        ,        7670.0
C100506    , 2024-07 , 1        ,        1400.0
C100507    , 2024-07 , 5        ,       10240.0
C100508    , 2024-07 , 6        ,       21310.0
C100509    , 2024-07 , 2        ,        4570.0
C100510    , 2024-07 , 3        ,        5780.0
C100511    , 2024-07 , 4        ,        5760.0
C100512    , 2024-07 , 4        ,        8920.0
C100513    , 2024-07 , 11       ,       20810.0
C100514    , 2024-07 , 6        ,       22280.0
C100515    , 2024-07 , 2        ,        7280.0
C100516    , 2024-07 , 6        ,       24680.0
C100517    , 2024-07 , 13       ,       42090.0
C100518    , 2024-07 , 26       ,       44950.0
C100519    , 2024-07 , 2        ,        3950.0
C100520    , 2024-07 , 3        ,        8080.0
C100521    , 2024-07 , 6        ,        7640.0
C100522    , 2024-07 , 7        ,       14230.0
C100523    , 2024-07 , 16       ,       36660.0
C100524    , 2024-07 , 9        ,       13840.0
C100525    , 2024-07 , 2        ,        5440.0
C100526    , 2024-07 , 4        ,        9250.0
C100527    , 2024-07 , 6        ,       33610.0
C100528    , 2024-07 , 4        ,       12780.0
C100529    , 2024-07 , 3        ,        5370.0
C100530    , 2024-07 , 6        ,        7610.0
C100531    , 2024-07 , 2        ,        3740.0
C100532    , 2024-07 , 6        ,       13140.0
C100533    , 2024-07 , 1        ,         950.0
C100534    , 2024-07 , 6        ,       24010.0
C100535    , 2024-07 , 6        ,       14410.0
C100536    , 2024-07 , 3        ,        7240.0
C100537    , 2024-07 , 6        ,       10560.0
C100538    , 2024-07 , 2        ,        3010.0
C100539    , 2024-07 , 5        ,       15290.0
C100540    , 2024-07 , 4        ,        8630.0
C100541    , 2024-07 , 22       ,       57440.0
C100542    , 2024-07 , 5        ,        8080.0
C100543    , 2024-07 , 3        ,        5480.0
C100544    , 2024-07 , 4        ,        5130.0
C100545    , 2024-07 , 17       ,       30960.0
C100546    , 2024-07 , 13       ,       32400.0
C100547    , 2024-07 , 5        ,        8830.0
C100548    , 2024-07 , 2        ,        6720.0
C100549    , 2024-07 , 24       ,       50680.0
C100550    , 2024-07 , 4        ,        7020.0
C100551    , 2024-07 , 1        ,        2990.0
C100552    , 2024-07 , 2        ,        4010.0
C100553    , 2024-07 , 2        ,        2140.0
C100554    , 2024-07 , 3        ,        7840.0
C100555    , 2024-07 , 7        ,        9120.0
C100556    , 2024-07 , 4        ,        9690.0
C100557    , 2024-07 , 3        ,        7270.0
C100558    , 2024-07 , 4        ,       18170.0
C100559    , 2024-07 , 2        ,        8450.0
C100560    , 2024-07 , 0        ,           0.0
C100561    , 2024-07 , 1        ,        3200.0
C100562    , 2024-07 , 3        ,        8840.0
C100563    , 2024-07 , 17       ,       19830.0
C100564    , 2024-07 , 5        ,        3100.0
C100565    , 2024-07 , 5        ,        9960.0
C100566    , 2024-07 , 15       ,       64620.0
C100567    , 2024-07 , 14       ,        9990.0
C100568    , 2024-07 , 14       ,       36570.0
C100569    , 2024-07 , 3        ,        4960.0
C100570    , 2024-07 , 9        ,       19940.0
C100571    , 2024-07 , 6        ,        5950.0
C100572    , 2024-07 , 5        ,        9840.0
C100573    , 2024-07 , 2        ,        9920.0
C100574    , 2024-07 , 5        ,       15810.0
C100575    , 2024-07 , 6        ,        4260.0
C100576    , 2024-07 , 14       ,       80400.0
C100577    , 2024-07 , 24       ,       40440.0
C100578    , 2024-07 , 0        ,           0.0
C100579    , 2024-07 , 7        ,       20120.0
C100580    , 2024-07 , 1        ,        2840.0
C100581    , 2024-07 , 3        ,        4490.0
C100582    , 2024-07 , 13       ,       25130.0
C100583    , 2024-07 , 2        ,        5780.0
C100584    , 2024-07 , 7        ,       13440.0
C100585    , 2024-07 , 14       ,      111760.0
C100586    , 2024-07 , 6        ,       15230.0
C100587    , 2024-07 , 16       ,       33540.0
C100588    , 2024-07 , 5        ,        7260.0
C100589    , 2024-07 , 10       ,        9190.0
C100590    , 2024-07 , 7        ,       21210.0
C100591    , 2024-07 , 9        ,       25920.0
C100592    , 2024-07 , 4        ,        9060.0
C100593    , 2024-07 , 5        ,        4820.0
C100594    , 2024-07 , 9        ,        8580.0
C100595    , 2024-07 , 3        ,        4850.0
C100596    , 2024-07 , 7        ,       11310.0
C100597    , 2024-07 , 2        ,        2440.0
C100598    , 2024-07 , 6        ,       13580.0
C100599    , 2024-07 , 8        ,       13050.0
C100600    , 2024-07 , 3        ,        8840.0
C100601    , 2024-07 , 10       ,       18430.0
C100602    , 2024-07 , 2        ,        8260.0
C100603    , 2024-07 , 13       ,       15490.0
C100604    , 2024-07 , 3        ,        4170.0
C100605    , 2024-07 , 4        ,        8770.0
C100606    , 2024-07 , 1        ,        1560.0
C100607    , 2024-07 , 13       ,       14500.0
C100608    , 2024-07 , 2        ,        3160.0
C100609    , 2024-07 , 19       ,       16860.0
C100610    , 2024-07 , 13       ,       15450.0
C100611    , 2024-07 , 9        ,       17010.0
C100612    , 2024-07 , 6        ,       13370.0
